title,doi,year,source,url,abstract,authors,journal,query_bucket,doi_norm,text_blob,rct_regex,seed_label,quasi_flag,rct_ml,keep_rct,labor_signal,design_signal
"Productivity, credit, risk, and the demand for weather index insurance in smallholder agriculture in Ethiopia",10.1111/agec.12024,2013,crossref,https://doi.org/10.1111/agec.12024,"AbstractThe article explores the relationship between fertilizer use and the demand for weather index insurance (WII) among smallholder farmers in Ethiopia. We examine whether fertilizer use is profitable under current smallholder production conditions, whether risk‐related factors affect fertilizer use, and we estimate the returns to inputs in the agricultural production function in the absence of insurance. We then study how these primitives of agricultural production functions relate to insurance demand. The study compares a survey‐based estimate of willingness to pay with actual uptake for the weather insurance, finding the stated and actual demand to be almost completely uncorrelated. While those with high marginal returns to inputs say they would purchase insurance, only those with low marginal returns actually do, consistent with the stated purpose of the product as input insurance. Insurance demand proves to be highly responsive to the existence and amount of randomly allocated insurance vouchers.",Craig McIntosh; Alexander Sarris; Fotis Papadopoulos,Agricultural Economics,insurance_base,10.1111/agec.12024,"productivity, credit, risk, and the demand for weather index insurance in smallholder agriculture in ethiopia abstractthe article explores the relationship between fertilizer use and the demand for weather index insurance (wii) among smallholder farmers in ethiopia. we examine whether fertilizer use is profitable under current smallholder production conditions, whether risk‐related factors affect fertilizer use, and we estimate the returns to inputs in the agricultural production function in the absence of insurance. we then study how these primitives of agricultural production functions relate to insurance demand. the study compares a survey‐based estimate of willingness to pay with actual uptake for the weather insurance, finding the stated and actual demand to be almost completely uncorrelated. while those with high marginal returns to inputs say they would purchase insurance, only those with low marginal returns actually do, consistent with the stated purpose of the product as input insurance. insurance demand proves to be highly responsive to the existence and amount of randomly allocated insurance vouchers. agricultural economics crossref",TRUE,,FALSE,0.830812599142068,TRUE,1,1
Improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance,10.1257/rct.7435-1.3,2021,crossref,https://doi.org/10.1257/rct.7435-1.3,,Berber Kramer,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.7435-1.3,improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.879887294744034,TRUE,1,1
Improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance,10.1257/rct.7435-1.1,2021,crossref,https://doi.org/10.1257/rct.7435-1.1,,Berber Kramer,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.7435-1.1,improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.879887294744034,TRUE,1,1
Willingness to pay for index-based weather insurance by rice farmers in Vietnam,10.1257/rct.14116-1.1,2024,crossref,https://doi.org/10.1257/rct.14116-1.1,,Lukas Mogge; Emmanuel Nshakira-Rukundo; Kati Kraehnert; Julian Roeckert; Benedikt von Bargen,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.14116-1.1,willingness to pay for index-based weather insurance by rice farmers in vietnam na aea randomized controlled trials crossref,TRUE,,FALSE,0.8839445065684,TRUE,0,1
Willingness to pay for index-based weather insurance by rice farmers in Vietnam,10.1257/rct.14116-1.0,2024,crossref,https://doi.org/10.1257/rct.14116-1.0,,Lukas Mogge; Kati Kraehnert; Emmanuel Nshakira-Rukundo; Julian Roeckert; Benedikt von Bargen,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.14116-1.0,willingness to pay for index-based weather insurance by rice farmers in vietnam na aea randomized controlled trials crossref,TRUE,,FALSE,0.8839445065684,TRUE,0,1
Willingness to pay for index-based weather insurance by rice farmers in Vietnam,10.1257/rct.14116,2024,crossref,https://doi.org/10.1257/rct.14116,,Lukas Mogge; Kati Kraehnert; Emmanuel Nshakira-Rukundo; Julian Roeckert; Benedikt von Bargen,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.14116,willingness to pay for index-based weather insurance by rice farmers in vietnam na aea randomized controlled trials crossref,TRUE,,FALSE,0.8839445065684,TRUE,0,1
Improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance,10.1257/rct.7435-1.4000000000000001,2021,crossref,https://doi.org/10.1257/rct.7435-1.4000000000000001,,Berber Kramer,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.7435-1.4000000000000001,improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.879887294744034,TRUE,1,1
Improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance,10.1257/rct.7435,2021,crossref,https://doi.org/10.1257/rct.7435,,Berber Kramer,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.7435,improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.879887294744034,TRUE,1,1
Improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance,10.1257/rct.7435-1.2000000000000002,2021,crossref,https://doi.org/10.1257/rct.7435-1.2000000000000002,,Berber Kramer,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.7435-1.2000000000000002,improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.879887294744034,TRUE,1,1
Improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance,10.1257/rct.7435-1.0,2021,crossref,https://doi.org/10.1257/rct.7435-1.0,,Berber Kramer,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.7435-1.0,improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.879887294744034,TRUE,1,1
Take-Up of Agricultural Insurance in India,10.1257/rct.14158-1.0,2024,crossref,https://doi.org/10.1257/rct.14158-1.0,,Dev Patel; Emily Breza; Arun Chandrasekhar,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.14158-1.0,take-up of agricultural insurance in india na aea randomized controlled trials crossref,TRUE,,FALSE,0.876822120100176,TRUE,0,1
Take-Up of Agricultural Insurance in India,10.1257/rct.14158,2024,crossref,https://doi.org/10.1257/rct.14158,,Dev Patel; Emily Breza; Arun Chandrasekhar,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.14158,take-up of agricultural insurance in india na aea randomized controlled trials crossref,TRUE,,FALSE,0.876822120100176,TRUE,0,1
Improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance,10.1257/rct.7435-1.5,2021,crossref,https://doi.org/10.1257/rct.7435-1.5,,Berber Kramer; Francesco Cecchi; Benjamin Kivuva; Lilian Waithaka,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.7435-1.5,improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.879887294744034,TRUE,1,1
Improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance,10.1257/rct.7435-1.6,2021,crossref,https://doi.org/10.1257/rct.7435-1.6,,Berber Kramer; Francesco Cecchi; Benjamin Kivuva; Lilian Waithaka,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.7435-1.6,improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.879887294744034,TRUE,1,1
Improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance,10.1257/rct.7435-1.4000000000000002,2021,crossref,https://doi.org/10.1257/rct.7435-1.4000000000000002,,Berber Kramer; Francesco Cecchi; Benjamin Kivuva; Lilian Waithaka,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.7435-1.4000000000000002,improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.879887294744034,TRUE,1,1
Improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance,10.1257/rct.7435-1.4000000000000003,2021,crossref,https://doi.org/10.1257/rct.7435-1.4000000000000003,,Berber Kramer; Francesco Cecchi; Benjamin Kivuva; Lilian Waithaka,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.7435-1.4000000000000003,improving agricultural productivity and resilience with cellphone imagery to scale climate-smart crop insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.879887294744034,TRUE,1,1
Experimental games to teach farmers about weather index insurance,10.1257/rct.2401,2017,crossref,https://doi.org/10.1257/rct.2401,,Nicholas Magnan,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.2401,experimental games to teach farmers about weather index insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.870615259835733,TRUE,0,1
Farmers’ Demand for Informal Risk Management Strategy and Weather Index Insurance: Evidence from China,10.1007/s13753-021-00335-9,2021,crossref,https://doi.org/10.1007/s13753-021-00335-9,"AbstractIn the absence of formal risk management strategies, agricultural production in China is highly vulnerable to climate change. In this study, field experiments were conducted with 344 households in Heilongjiang (Northeast China) and Jiangsu (East China) Provinces. Probit and logistic models and independent sample T-test were used to explore farmers’ demand for weather index insurance, in contrast to informal risk management strategies, and the main factors that affect demand. The results show that the farmers prefer weather index insurance to informal risk management strategies, and farmers’ characteristics have significant impacts on their adoption of risk management strategies. The variables non-agricultural labor ratio, farmers’ risk perception, education, and agricultural insurance purchase experience significantly affect farmers’ weather index insurance demand. The regression results show that the farmers’ weather index insurance demand and the influencing factors in the two provinces are different. Farmers in Heilongjiang Province have a higher participation rate than those in Jiangsu Province. The government should conduct more weather index insurance pilot programs to help farmers understand the mechanism, and insurance companies should provide more types of weather index insurance to meet farmers’ diversified needs.",Yingmei Tang; Huifang Cai; Rongmao Liu,International Journal of Disaster Risk Science,insurance_base,10.1007/s13753-021-00335-9,"farmers’ demand for informal risk management strategy and weather index insurance: evidence from china abstractin the absence of formal risk management strategies, agricultural production in china is highly vulnerable to climate change. in this study, field experiments were conducted with 344 households in heilongjiang (northeast china) and jiangsu (east china) provinces. probit and logistic models and independent sample t-test were used to explore farmers’ demand for weather index insurance, in contrast to informal risk management strategies, and the main factors that affect demand. the results show that the farmers prefer weather index insurance to informal risk management strategies, and farmers’ characteristics have significant impacts on their adoption of risk management strategies. the variables non-agricultural labor ratio, farmers’ risk perception, education, and agricultural insurance purchase experience significantly affect farmers’ weather index insurance demand. the regression results show that the farmers’ weather index insurance demand and the influencing factors in the two provinces are different. farmers in heilongjiang province have a higher participation rate than those in jiangsu province. the government should conduct more weather index insurance pilot programs to help farmers understand the mechanism, and insurance companies should provide more types of weather index insurance to meet farmers’ diversified needs. international journal of disaster risk science crossref",TRUE,,FALSE,0.837722383629447,TRUE,1,1
Experimental games to teach farmers about weather index insurance,10.1257/rct.2401-2.0,2017,crossref,https://doi.org/10.1257/rct.2401-2.0,,Nicholas Magnan,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.2401-2.0,experimental games to teach farmers about weather index insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.870615259835733,TRUE,0,1
Experimental games to teach farmers about weather index insurance,10.1257/rct.2401-2.1,2017,crossref,https://doi.org/10.1257/rct.2401-2.1,,Nicholas Magnan,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.2401-2.1,experimental games to teach farmers about weather index insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.870615259835733,TRUE,0,1
Ethiopian Project on Interlinking Insurance with Credit for Agriculture,10.1257/rct.451-1.0,2014,crossref,https://doi.org/10.1257/rct.451-1.0,,Craig McIntosh; Keesler Welch; Aisha Ali,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.451-1.0,ethiopian project on interlinking insurance with credit for agriculture na aea randomized controlled trials crossref,TRUE,,FALSE,0.869184578732498,TRUE,0,1
A field experiment on the impact of weather shocks and insurance on risky investment,10.1007/s10683-011-9303-7,2012,crossref,https://doi.org/10.1007/s10683-011-9303-7,"AbstractWe conduct a framed field experiment in rural Ethiopia to test the seminal hypothesis that insurance provision induces farmers to take greater, yet profitable, risks. Farmers participated in a game protocol in which they were asked to make a simple decision: whether or not to purchase fertilizer and if so, how many bags. The return to fertilizer was dependent on a stochastic weather draw made in each round of the game. In later rounds a random selection of farmers made this decision in the presence of a stylized weather-index insurance contract. Insurance was found to have some positive effect on fertilizer purchases. Purchases were also found to depend on the realization of the weather in the previous round. We explore the mechanisms of this relationship and find that it may be the result of both changes in wealth weather brings about, and changes in perceptions of the costs and benefits to fertilizer purchases.",Ruth Vargas Hill; Angelino Viceisza,Experimental Economics,insurance_base,10.1007/s10683-011-9303-7,"a field experiment on the impact of weather shocks and insurance on risky investment abstractwe conduct a framed field experiment in rural ethiopia to test the seminal hypothesis that insurance provision induces farmers to take greater, yet profitable, risks. farmers participated in a game protocol in which they were asked to make a simple decision: whether or not to purchase fertilizer and if so, how many bags. the return to fertilizer was dependent on a stochastic weather draw made in each round of the game. in later rounds a random selection of farmers made this decision in the presence of a stylized weather-index insurance contract. insurance was found to have some positive effect on fertilizer purchases. purchases were also found to depend on the realization of the weather in the previous round. we explore the mechanisms of this relationship and find that it may be the result of both changes in wealth weather brings about, and changes in perceptions of the costs and benefits to fertilizer purchases. experimental economics crossref",TRUE,,FALSE,0.849075327324039,TRUE,0,1
Experimental games to teach farmers about weather index insurance,10.1257/rct.2401-3.1,2017,crossref,https://doi.org/10.1257/rct.2401-3.1,,Nicholas Magnan,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.2401-3.1,experimental games to teach farmers about weather index insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.870615259835733,TRUE,0,1
The impact of weather index insurance on agricultural technology adoption evidence from field economic experiment in China,10.1108/caer-05-2018-0107,2019,crossref,https://doi.org/10.1108/caer-05-2018-0107,"
Purpose
The purpose of this paper is to empirically investigate the impact of weather index insurance on agricultural technology adoption in rural China.


Design/methodology/approach
A field experiment was conducted with 344 rural households/farmers in Heilongjiang and Jiangsu Provinces, China. DID model was used to evaluate farmers’ technology adoption with and without index insurance.


Findings
The results show that weather index insurance has a significant effect on the technology adoption of rural households; there is a regional difference in this effect between Heilongjiang and Jiangsu. Weather index insurance promotes technology adoption of rural households in Heilongjiang, while has limited impact on those in Jiangsu. Weather, planting scale and risk preference are also important factors influencing the technology adoption of rural households.


Research limitations/implications
This research is subject to some limitations. First, the experimental parameters are designed according to the actual situation to simulate reality, but the willingness in the experiment does not mean it will be put into action in reality. Second, due to the diversity of China’s climate, geography and economic environment, rural households are heterogeneous in rural China. Whether the conclusion can be generalized beyond the study area is naturally questionable. A study with more diverse samples is needed to gain a fuller understanding of index insurance’s effects on farmers in China.


Originality/value
This research provides a rigorous empirical analysis on the impact of weather index insurance on farmers’ agricultural technology adoption through a carefully designed field experiment.
",Yingmei Tang; Yue Yang; Jihong Ge; Jian Chen,China Agricultural Economic Review,insurance_base,10.1108/caer-05-2018-0107,"the impact of weather index insurance on agricultural technology adoption evidence from field economic experiment in china 
purpose
the purpose of this paper is to empirically investigate the impact of weather index insurance on agricultural technology adoption in rural china.


design/methodology/approach
a field experiment was conducted with 344 rural households/farmers in heilongjiang and jiangsu provinces, china. did model was used to evaluate farmers’ technology adoption with and without index insurance.


findings
the results show that weather index insurance has a significant effect on the technology adoption of rural households; there is a regional difference in this effect between heilongjiang and jiangsu. weather index insurance promotes technology adoption of rural households in heilongjiang, while has limited impact on those in jiangsu. weather, planting scale and risk preference are also important factors influencing the technology adoption of rural households.


research limitations/implications
this research is subject to some limitations. first, the experimental parameters are designed according to the actual situation to simulate reality, but the willingness in the experiment does not mean it will be put into action in reality. second, due to the diversity of china’s climate, geography and economic environment, rural households are heterogeneous in rural china. whether the conclusion can be generalized beyond the study area is naturally questionable. a study with more diverse samples is needed to gain a fuller understanding of index insurance’s effects on farmers in china.


originality/value
this research provides a rigorous empirical analysis on the impact of weather index insurance on farmers’ agricultural technology adoption through a carefully designed field experiment.
 china agricultural economic review crossref",TRUE,,FALSE,0.864893809145806,TRUE,0,1
Experimental games to teach farmers about weather index insurance,10.1257/rct.2401-1.0,2017,crossref,https://doi.org/10.1257/rct.2401-1.0,,Nicholas Magnan,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.2401-1.0,experimental games to teach farmers about weather index insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.870615259835733,TRUE,0,1
Promoting crop insurance adoption via Village Savings and Loan Associations in Vietnam,10.1257/rct.8356-1.0,2021,crossref,https://doi.org/10.1257/rct.8356-1.0,,THU VU,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.8356-1.0,promoting crop insurance adoption via village savings and loan associations in vietnam na aea randomized controlled trials crossref,TRUE,,FALSE,0.877972531086689,TRUE,0,1
Experimental games to teach farmers about weather index insurance,10.1257/rct.2401-3.0,2017,crossref,https://doi.org/10.1257/rct.2401-3.0,,Nicholas Magnan,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.2401-3.0,experimental games to teach farmers about weather index insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.870615259835733,TRUE,0,1
"Formal insurance and informal reciprocity mechanisms: 
experimental evidence from Ethiopia.",10.1257/rct.14373-1.0,2024,crossref,https://doi.org/10.1257/rct.14373-1.0,,Nicola Mangraviti; Raffaele Miniaci; Matthias Rieger; Zemzem Shigute Shuka; Mansoob Murshed,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.14373-1.0,"formal insurance and informal reciprocity mechanisms: 
experimental evidence from ethiopia. na aea randomized controlled trials crossref",TRUE,,FALSE,0.870979079947143,TRUE,0,1
Experimental games to teach farmers about weather index insurance,10.1257/rct.2401-3.2,2017,crossref,https://doi.org/10.1257/rct.2401-3.2,,Nicholas Magnan,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.2401-3.2,experimental games to teach farmers about weather index insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.870615259835733,TRUE,0,1
Promoting crop insurance adoption via Village Savings and Loan Associations in Vietnam,10.1257/rct.8356,2021,crossref,https://doi.org/10.1257/rct.8356,,THU VU,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.8356,promoting crop insurance adoption via village savings and loan associations in vietnam na aea randomized controlled trials crossref,TRUE,,FALSE,0.877972531086689,TRUE,0,1
Tailoring Advice and Incentives to Enhance Consumer Welfare from Livestock Insurance,10.1257/rct.10345,2022,crossref,https://doi.org/10.1257/rct.10345,,Karlijn Morsink; Chris Barrett; Glenn Harrison; Nathan Jensen; Tagel Gebrehiwot Gidey,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.10345,tailoring advice and incentives to enhance consumer welfare from livestock insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.860727197437693,TRUE,0,1
"Insurance, Credit, and Technology Adoption: Field Experimental Evidence from Malawi",10.1257/rct.1327,2016,crossref,https://doi.org/10.1257/rct.1327,,Dean Yang; Xavier Gine; Keesler Welch; Shammi Quddus,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.1327,"insurance, credit, and technology adoption: field experimental evidence from malawi na aea randomized controlled trials crossref",TRUE,,FALSE,0.905184928481018,TRUE,0,1
"Insurance, Credit, and Technology Adoption: Field Experimental Evidence from Malawi",10.1257/rct.1327-1.0,2016,crossref,https://doi.org/10.1257/rct.1327-1.0,,Dean Yang; Xavier Gine; Keesler Welch; Shammi Quddus,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.1327-1.0,"insurance, credit, and technology adoption: field experimental evidence from malawi na aea randomized controlled trials crossref",TRUE,,FALSE,0.905184928481018,TRUE,0,1
Tailoring Advice and Incentives to Enhance Consumer Welfare from Livestock Insurance,10.1257/rct.10345-1.1,2022,crossref,https://doi.org/10.1257/rct.10345-1.1,,Karlijn Morsink; Chris Barrett; Glenn Harrison; Nathan Jensen; Tagel Gebrehiwot Gidey,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.10345-1.1,tailoring advice and incentives to enhance consumer welfare from livestock insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.860727197437693,TRUE,0,1
"Formal insurance and informal reciprocity mechanisms: 
experimental evidence from Ethiopia.",10.1257/rct.14373,2024,crossref,https://doi.org/10.1257/rct.14373,,Nicola Mangraviti; Raffaele Miniaci; Matthias Rieger; Zemzem Shigute Shuka; Mansoob Murshed,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.14373,"formal insurance and informal reciprocity mechanisms: 
experimental evidence from ethiopia. na aea randomized controlled trials crossref",TRUE,,FALSE,0.870979079947143,TRUE,0,1
